symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ONEUSDT,0.00012000,1.283,0.00945791,0.00936000,0.00947000,553765.00000000,0.00947000,67468.10000000,0.00948000,252619.70000000,0.00935000,0.00953000,0.00935000,105845036.70000000,1001072.35372900,1696598585305,1696684985305,105726213,105733247,7035
ONETUSD,0.00000000,0.000,0.00000000,0.00472000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ONEPAX,0.00000000,0.000,0.00000000,0.00496000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ONEUSDC,0.00000000,0.000,0.00000000,0.00520000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
FTMBNB,0.00000330,0.364,0.00091191,0.00090560,0.00091100,200.00000000,0.00091010,100.00000000,0.00091130,2574.00000000,0.00090770,0.00092000,0.00090320,38044.00000000,34.69267450,1696598585993,1696684985993,5539538,5539757,220
FTMBTC,-0.00000006,-0.858,0.00000696,0.00000698,0.00000693,22.00000000,0.00000693,25894.00000000,0.00000694,30579.00000000,0.00000699,0.00000706,0.00000690,1434899.00000000,9.98046802,1696598670870,1696685070870,41333248,41335241,1994
FTMUSDT,0.00270000,1.412,0.19409541,0.19120000,0.19390000,4583.00000000,0.19390000,72074.00000000,0.19400000,3384.00000000,0.19120000,0.19690000,0.19050000,19753730.00000000,3834108.37430000,1696598659447,1696685059447,212972319,212987785,15467
FTMTUSD,0.00000000,0.000,0.00000000,0.01095000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
FTMPAX,0.00000000,0.000,0.00000000,0.01028000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
FTMUSDC,0.00000000,0.000,0.00000000,0.01107000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BTCBBTC,0.00000000,0.000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BCPTTUSD,0.00000000,0.000,0.00000000,0.02606000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BCPTPAX,0.00000000,0.000,0.00000000,0.02761000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BCPTUSDC,0.00000000,0.000,0.00000000,0.02728000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ALGOBNB,0.00000000,0.000,0.00047088,0.00046700,0.00046900,23.00000000,0.00046800,14678.00000000,0.00047000,11851.00000000,0.00046900,0.00047500,0.00046700,50357.00000000,23.71225800,1696598660613,1696685060613,3322243,3322368,126
ALGOBTC,-0.00000004,-1.108,0.00000360,0.00000361,0.00000357,550.00000000,0.00000357,23916.00000000,0.00000358,104864.00000000,0.00000361,0.00000363,0.00000357,832024.00000000,2.99417541,1696598653563,1696685053563,31233271,31234824,1554
ALGOUSDT,0.00110000,1.113,0.10046650,0.09880000,0.09990000,9310.00000000,0.09990000,19684.00000000,0.10000000,118480.00000000,0.09880000,0.10180000,0.09880000,20311050.00000000,2040580.19820000,1696598654775,1696685054775,133130163,133142242,12080
ALGOTUSD,0.00000000,0.000,0.00000000,1.01700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ALGOPAX,0.00000000,0.000,0.00000000,0.20390000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ALGOUSDC,0.00000000,0.000,0.00000000,0.23800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
USDSBUSDT,0.00000000,0.000,0.00000000,0.99970000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
USDSBUSDS,0.00000000,0.000,0.00000000,0.99990000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
GTOUSDT,0.00000000,0.000,0.00000000,0.01233000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
GTOPAX,0.00000000,0.000,0.00000000,0.01361000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
GTOTUSD,0.00000000,0.000,0.00000000,0.01236000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
GTOUSDC,0.00000000,0.000,0.00000000,0.01196000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ERDBNB,0.00000000,0.000,0.00000000,0.00083273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ERDBTC,0.00000000,0.000,0.00000000,0.00000168,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ERDUSDT,0.00000000,0.000,0.00000000,0.01971000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ERDPAX,0.00000000,0.000,0.00000000,0.00125270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ERDUSDC,0.00000000,0.000,0.00000000,0.00135730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DOGEBNB,0.00000000,0.000,0.00000000,0.00015270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DOGEBTC,-0.00000003,-1.351,0.00000219,0.00000222,0.00000219,28585.00000000,0.00000219,2326435.00000000,0.00000220,3070640.00000000,0.00000222,0.00000222,0.00000218,10583910.00000000,23.19949210,1696598663772,1696685063772,62531368,62533367,2000
DOGEUSDT,0.00039000,0.640,0.06138888,0.06094000,0.06132000,1450.00000000,0.06132000,913470.00000000,0.06133000,392299.00000000,0.06093000,0.06166000,0.06087000,324050828.00000000,19893118.67084000,1696598667124,1696685067124,525903834,525936623,32790
DOGEPAX,0.00000000,0.000,0.00000000,0.00216820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DOGEUSDC,0.00000000,0.000,0.00000000,0.00212770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DUSKBNB,0.00000000,0.000,0.00000000,0.00118000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DUSKBTC,0.00000005,1.228,0.00000409,0.00000406,0.00000412,76.00000000,0.00000412,24007.00000000,0.00000414,9584.00000000,0.00000407,0.00000418,0.00000402,302752.00000000,1.23681137,1696598669929,1696685069929,9041119,9041505,387
DUSKUSDT,0.00400000,3.584,0.11465618,0.11150000,0.11560000,86.00000000,0.11550000,86551.00000000,0.11560000,3273.00000000,0.11160000,0.11690000,0.11160000,8489128.00000000,973330.95230000,1696598670495,1696685070495,37410523,37415992,5470
DUSKUSDC,0.00000000,0.000,0.00000000,0.01790000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DUSKPAX,0.00000000,0.000,0.00000000,0.01890000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BGBPUSDC,0.00000000,0.000,0.00000000,1.39000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ANKRBNB,-0.00000080,-0.926,0.00008652,0.00008580,0.00008560,1978.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00008640,0.00008760,0.00008490,110427.00000000,9.55441740,1693450801783,1693537201783,1786416,1786462,47
ANKRBTC,-0.00000002,-2.778,0.00000072,0.00000072,0.00000070,17944.00000000,0.00000070,1789102.00000000,0.00000071,131397.00000000,0.00000072,0.00000073,0.00000070,1851861.00000000,1.32459774,1696598658352,1696685058352,10033911,10034596,686
ANKRUSDT,0.00007000,0.356,0.01992329,0.01967000,0.01974000,20295.90000000,0.01974000,12317.60000000,0.01975000,152531.30000000,0.01967000,0.02036000,0.01962000,184668655.20000000,3679207.01306000,1696598667025,1696685067025,60292808,60312445,19638
ANKRTUSD,0.00000000,0.000,0.00000000,0.00212800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ANKRPAX,0.00000000,0.000,0.00000000,0.00209300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ANKRUSDC,0.00000000,0.000,0.00000000,0.00209700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ONTPAX,0.00000000,0.000,0.00000000,0.84510000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
ONTUSDC,0.00000000,0.000,0.00000000,0.57080000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
WINBNB,0.00000001,3.448,0.00000029,0.00000029,0.00000030,364476.00000000,0.00000029,484593149.00000000,0.00000030,417377413.00000000,0.00000029,0.00000030,0.00000029,93278009.00000000,27.17033070,1696598312756,1696684712756,8902599,8902822,224
WINBTC,0.00000000,0.000,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
WINUSDT,0.00000070,1.136,0.00006202,0.00006160,0.00006230,642498.00000000,0.00006220,110313011.00000000,0.00006230,3211340.00000000,0.00006160,0.00006250,0.00006140,2238343861.00000000,138814.36702310,1696598670178,1696685070178,97518158,97520588,2431
WINUSDC,0.00000000,0.000,0.00000000,0.00009730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
COSBNB,0.00000000,0.000,0.00002093,0.00002102,0.00002102,44293.00000000,0.00002101,3500.00000000,0.00002110,14392.00000000,0.00002102,0.00002109,0.00002082,1180726.00000000,24.71530451,1696598593562,1696684993562,3286085,3286146,62
COSBTC,-0.00000002,-11.765,0.00000016,0.00000016,0.00000015,1881.00000000,0.00000016,4260643.00000000,0.00000017,20080297.00000000,0.00000017,0.00000017,0.00000015,8612489.00000000,1.37401047,1696598638019,1696685038019,5982392,5983272,881
COSUSDT,0.00003000,0.674,0.00447262,0.00444000,0.00448000,24155.00000000,0.00448000,96184.50000000,0.00449000,59445.50000000,0.00445000,0.00450000,0.00443000,35688003.70000000,159619.03833800,1696598513918,1696684913918,36326348,36328509,2162
TUSDBTUSD,0.00000000,0.000,0.00000000,0.99750000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
NPXSUSDT,0.00000000,0.000,0.00000000,0.00703010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
NPXSUSDC,0.00000000,0.000,0.00000000,0.00017020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
COCOSBNB,0.00000000,0.000,0.00000000,0.00559000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
COCOSBTC,0.00000000,0.000,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
COCOSUSDT,0.00000000,0.000,0.00000000,1.75460000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
MTLUSDT,0.01000000,0.796,1.27179776,1.25600000,1.26700000,23.30000000,1.26600000,2479.90000000,1.26700000,8259.90000000,1.25700000,1.28900000,1.25100000,2381830.70000000,3029206.95120000,1696598669744,1696685069744,36060209,36073632,13424
TOMOBNB,0.00000000,0.000,0.00000000,0.03255000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
TOMOBTC,0.00000081,1.550,0.00005219,0.00005219,0.00005307,244.90000000,0.00005299,377.10000000,0.00005306,247.30000000,0.00005226,0.00005332,0.00005085,46578.70000000,2.43086403,1696598667088,1696685067088,13063959,13065232,1274
TOMOUSDT,0.04910000,3.430,1.45701711,1.43160000,1.48060000,3.90000000,1.48260000,200.00000000,1.48290000,15.60000000,1.43150000,1.49200000,1.41810000,1621620.70000000,2362729.10506000,1696598670441,1696685070441,34914964,34930708,15745
TOMOUSDC,0.00000000,0.000,0.00000000,0.36700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
PERLBNB,0.00000000,0.000,0.00000000,0.00007180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
PERLBTC,0.00000000,0.000,0.00000000,0.00000113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
PERLUSDC,0.00000000,0.000,0.00000000,0.02447000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
PERLUSDT,0.00030000,1.777,0.01720180,0.01688000,0.01718000,1739.90000000,0.01712000,9370.10000000,0.01717000,16154.80000000,0.01688000,0.01766000,0.01685000,25007484.70000000,430173.66111400,1696598662040,1696685062040,23048922,23053531,4610
DENTUSDT,0.00000500,0.826,0.00060950,0.00060600,0.00061000,1212099.00000000,0.00061000,5979165.00000000,0.00061100,16367307.00000000,0.00060500,0.00061500,0.00060500,470847657.00000000,286983.44777500,1696598669706,1696685069706,72015394,72017736,2343
MFTUSDT,0.00000000,0.000,0.00000000,0.00525400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
KEYUSDT,0.00010000,1.871,0.00539256,0.00534100,0.00544400,149485.00000000,0.00544400,119308.00000000,0.00544900,36703.00000000,0.00534400,0.00546200,0.00532200,210004587.00000000,1132462.06603200,1696598668391,1696685068391,37745465,37752179,6715
STORMUSDT,0.00000000,0.000,0.00000000,0.00339700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
DOCKUSDT,0.00013000,0.867,0.01523316,0.01501000,0.01512000,777.00000000,0.01511000,1979.00000000,0.01512000,24074.00000000,0.01499000,0.01538000,0.01499000,6383698.00000000,97243.90221000,1696598664327,1696685064327,17787917,17789171,1255
WANUSDT,0.00570000,3.184,0.18277617,0.17900000,0.18470000,125.00000000,0.18440000,521.00000000,0.18470000,57.00000000,0.17900000,0.18570000,0.17880000,728548.00000000,133161.21280000,1696598644738,1696685044738,15028229,15030540,2312
FUNUSDT,-0.00003100,-0.706,0.00436982,0.00438800,0.00436000,2295.00000000,0.00435800,3016.00000000,0.00436200,9903.00000000,0.00439100,0.00441000,0.00430900,37401855.00000000,163439.45390600,1696598671378,1696685071378,23346313,23349775,3463
CVCUSDT,0.00230000,3.067,0.07723611,0.07500000,0.07730000,9851.00000000,0.07730000,9847.00000000,0.07740000,5227.00000000,0.07500000,0.07920000,0.07490000,8258048.00000000,637819.53680000,1696598666690,1696685066690,29665340,29671004,5665
BTTTRX,0.00000000,0.000,0.00000000,0.03945000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
WINTRX,-0.00001500,-2.078,0.00071191,0.00071700,0.00070700,222402.10000000,0.00070600,41946925.40000000,0.00070700,222402.20000000,0.00072200,0.00072200,0.00070400,76996658.30000000,54814.56080070,1696598635844,1696685035844,8770764,8771092,329
CHZBNB,0.00000120,0.426,0.00028231,0.00028130,0.00028300,42.00000000,0.00028250,83.00000000,0.00028310,3319.00000000,0.00028180,0.00028510,0.00028020,149437.00000000,42.18684590,1696598670006,1696685070006,7569007,7569163,157
CHZBTC,-0.00000001,-0.463,0.00000215,0.00000218,0.00000215,49116.00000000,0.00000215,158569.00000000,0.00000216,346590.00000000,0.00000216,0.00000219,0.00000213,1083951.00000000,2.33524902,1696598668927,1696685068927,29104529,29104959,431
CHZUSDT,0.00070000,1.176,0.06021728,0.05950000,0.06020000,785.00000000,0.06020000,355737.00000000,0.06030000,594772.00000000,0.05950000,0.06100000,0.05930000,35531384.00000000,2139603.39160000,1696598669041,1696685069041,166678385,166684887,6503
BANDBNB,0.00000000,0.000,0.00000000,0.02248000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BANDBTC,-0.00000102,-2.553,0.00003939,0.00003983,0.00003894,11.10000000,0.00003888,109.90000000,0.00003897,243.20000000,0.00003996,0.00004004,0.00003880,13661.00000000,0.53817433,1696598662693,1696685062693,15425256,15425634,379
BANDUSDT,-0.00700000,-0.639,1.09899719,1.09300000,1.08800000,34.40000000,1.08800000,7827.90000000,1.08900000,60.00000000,1.09500000,1.11200000,1.08600000,177907.80000000,195520.17200000,1696598670270,1696685070270,48461004,48465057,4054
BNBBUSD,1.90000000,0.900,212.92583854,211.20000000,213.00000000,0.19900000,213.00000000,153.08300000,213.10000000,3.67700000,211.10000000,214.60000000,211.00000000,9113.84400000,1940572.87600000,1696598670246,1696685070246,210297286,210304721,7436
BTCBUSD,565.49000000,2.063,27907.98134869,27404.03000000,27970.82000000,0.00268000,27970.81000000,0.64285000,27970.82000000,0.00320000,27405.33000000,28286.37000000,27380.83000000,538.95708000,15041204.13638550,1696598670317,1696685070317,993005556,993044736,39181
BUSDUSDT,0.00000000,0.000,0.99981902,0.99970000,0.99970000,10.00000000,0.99970000,4371672.00000000,0.99980000,4593743.00000000,0.99970000,0.99990000,0.99970000,46706099.00000000,46697646.12680000,1696598667926,1696685067926,462013933,462080700,66768
BEAMBNB,0.00000000,0.000,0.00000000,0.02177000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BEAMBTC,0.00000000,0.000,0.00000000,0.00000716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
BEAMUSDT,0.00000000,0.000,0.00000000,0.06520000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
XTZBNB,0.00000000,0.000,0.00000000,0.00288300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
XTZBTC,-0.00000029,-1.188,0.00002427,0.00002442,0.00002413,379.00000000,0.00002413,44.60000000,0.00002414,5.00000000,0.00002442,0.00002455,0.00002403,89923.10000000,2.18207279,1696598585178,1696684985178,26757518,26759354,1837
XTZUSDT,0.00700000,1.046,0.67787311,0.66900000,0.67600000,467.50000000,0.67500000,2560.80000000,0.67600000,39771.00000000,0.66900000,0.68600000,0.66800000,1734664.80000000,1175882.61940000,1696598667125,1696685067125,91714857,91720855,5999
RENUSDT,0.00093700,2.099,0.04556414,0.04461000,0.04558500,220.00000000,0.04554700,2941.00000000,0.04558500,189.00000000,0.04464800,0.04651600,0.04457200,15379928.00000000,700773.13477500,1696598663930,1696685063930,39223724,39229763,6040
RVNUSDT,0.00005000,0.341,0.01485008,0.01465000,0.01471000,704.00000000,0.01471000,123887.70000000,0.01472000,72159.80000000,0.01466000,0.01522000,0.01460000,67345206.70000000,1000081.85496700,1696598670736,1696685070736,56696922,56703526,6605
HCUSDT,0.00000000,0.000,0.00000000,0.84230000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
HBARBNB,-0.00000010,-0.044,0.00022687,0.00022710,0.00022740,66.00000000,0.00022720,4136.00000000,0.00022740,13386.00000000,0.00022750,0.00022790,0.00022600,418694.00000000,94.98808410,1696598628524,1696685028524,1790830,1791040,211
HBARBTC,-0.00000003,-1.705,0.00000173,0.00000175,0.00000173,108671.00000000,0.00000173,221605.00000000,0.00000174,590857.00000000,0.00000176,0.00000176,0.00000171,3146799.00000000,5.45026743,1696598668927,1696685068927,18700986,18701629,644
HBARUSDT,0.00040000,0.832,0.04833325,0.04810000,0.04850000,309.00000000,0.04840000,396533.00000000,0.04850000,1663430.00000000,0.04810000,0.04870000,0.04790000,62693319.00000000,3030171.82780000,1696598671226,1696685071226,67378364,67388511,10148
NKNBNB,0.00000000,0.000,0.00000000,0.00074700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
NKNBTC,-0.00000006,-1.942,0.00000309,0.00000308,0.00000303,1006.00000000,0.00000303,1436.00000000,0.00000304,12879.00000000,0.00000309,0.00000310,0.00000303,379267.00000000,1.17240629,1696598527090,1696684927090,10359432,10359769,338
NKNUSDT,0.00020000,0.236,0.08527109,0.08460000,0.08480000,5569.00000000,0.08470000,14937.00000000,0.08480000,25534.00000000,0.08460000,0.08620000,0.08460000,3390023.00000000,289070.96440000,1696598656093,1696685056093,33099366,33102548,3183
XRPBUSD,0.00330000,0.636,0.52396732,0.51910000,0.52240000,5924.00000000,0.52210000,1096.00000000,0.52220000,20963.00000000,0.51910000,0.52970000,0.51900000,3310620.00000000,1734656.69060000,1696598669447,1696685069447,98209203,98216103,6901
ETHBUSD,16.17000000,0.995,1643.56232486,1623.27000000,1640.53000000,0.30870000,1640.70000000,3.04670000,1640.71000000,1.25060000,1624.36000000,1663.00000000,1624.17000000,5862.95910000,9636138.68893500,1696598671221,1696685071221,489954396,489975408,21013
BCHABCBUSD,0.00000000,0.000,0.00000000,220.16000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573255866,1689659655866,-1,-1,0
LTCBUSD,0.76000000,1.172,65.72952738,64.82000000,65.62000000,4.39600000,65.62000000,37.60800000,65.63000000,7.54400000,64.86000000,66.26000000,64.85000000,15367.84000000,1010120.86006000,1696598670879,1696685070879,44326661,44330983,4323
LINKBUSD,0.09900000,1.320,7.63766125,7.50100000,7.60000000,109.00000000,7.60200000,782.31000000,7.60500000,137.40000000,7.50100000,7.77000000,7.49900000,357425.82000000,2729897.33544000,1696598666422,1696685066422,39639563,39645539,5977
ETCBUSD,0.13000000,0.837,15.68962388,15.53000000,15.66000000,1.85000000,15.66000000,322.01000000,15.68000000,377.14000000,15.53000000,15.84000000,15.53000000,13350.88000000,209470.28570000,1696598670440,1696685070440,23020614,23021549,936
STXBNB,0.00012800,5.541,0.00241893,0.00232600,0.00243800,60.80000000,0.00243600,771.20000000,0.00244400,38.70000000,0.00231000,0.00246000,0.00231000,67781.20000000,163.95822250,1696598669386,1696685069386,1283600,1283998,399
STXBTC,0.00000078,4.380,0.00001839,0.00001784,0.00001859,764.20000000,0.00001857,9668.00000000,0.00001859,1770.50000000,0.00001781,0.00001888,0.00001776,540445.50000000,9.93723116,1696598634088,1696685034088,9595804,9598825,3022
STXUSDT,0.03140000,6.429,0.51318099,0.48830000,0.51980000,32.70000000,0.51960000,165.60000000,0.51970000,535.80000000,0.48840000,0.52740000,0.48730000,9479042.60000000,4864464.47114000,1696598670679,1696685070679,39534197,39561954,27758
